# v2.8 | 20260227 | MR_SCHEDULES – All 1257 rows, all 16 cols fully populated
Record_Type,Source_File,Discipline,Schedule_Name,Category,Schedule_Type,Multi_Categories,Fields,Filters,Sorting,Grouping,Totals,Formulas,Header_Color,Text_Color,Background_Color
VG_OVERRIDE,Exploded Diagram,VG Override,Exploded Diagram,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(72,122,62), Cut=RGB(72,122,62), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Diagram,VG Override,Exploded Diagram,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(82,80,76), Cut=RGB(82,80,76), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Diagram,VG Override,Exploded Diagram,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(78,76,72), Cut=RGB(78,76,72), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Diagram,VG Override,Exploded Diagram,Structural Framing,VG Override,Structural Framing,"Visible=Yes, Proj=RGB(78,76,72), Cut=RGB(78,76,72), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Color,VG Override,Exploded Color,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(208,175,148), Cut=RGB(208,175,148), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Color,VG Override,Exploded Color,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(145,195,175), Cut=RGB(145,195,175), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Color,VG Override,Exploded Color,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(172,148,208), Cut=RGB(172,148,208), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Color,VG Override,Exploded Color,Structural Framing,VG Override,Structural Framing,"Visible=Yes, Proj=RGB(248,215,108), Cut=RGB(248,215,108), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Color,VG Override,Exploded Color,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(248,215,108), Cut=RGB(248,215,108), Transp=6",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Color,VG Override,Exploded Color,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(148,212,238), Cut=RGB(148,212,238), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Color,VG Override,Exploded Color,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(238,165,155), Cut=RGB(238,165,155), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Color,VG Override,Exploded Color,Furniture,VG Override,Furniture,"Visible=Yes, Proj=RGB(152,218,148), Cut=RGB(152,218,148), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Color,VG Override,Exploded Color,Casework,VG Override,Casework,"Visible=Yes, Proj=RGB(152,215,148), Cut=RGB(152,215,148), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Color,VG Override,Exploded Color,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(108,172,92), Cut=RGB(108,172,92), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Color,VG Override,Exploded Color,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(218,195,172), Cut=RGB(218,195,172), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Color,VG Override,Exploded Color,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(175,215,185), Cut=RGB(175,215,185), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Assembly Diagram,VG Override,Assembly Diagram,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(58,56,52), Cut=RGB(58,56,52), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Assembly Diagram,VG Override,Assembly Diagram,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(52,50,46), Cut=RGB(52,50,46), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Assembly Diagram,VG Override,Assembly Diagram,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(62,60,56), Cut=RGB(62,60,56), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Assembly Diagram,VG Override,Assembly Diagram,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(70,68,64), Cut=RGB(70,68,64), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Assembly Diagram,VG Override,Assembly Diagram,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(58,56,52), Cut=RGB(58,56,52), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Assembly Diagram,VG Override,Assembly Diagram,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(88,128,158), Cut=RGB(88,128,158), Transp=40",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Assembly Diagram,VG Override,Assembly Diagram,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(58,56,52), Cut=RGB(58,56,52), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Assembly Diagram,VG Override,Assembly Diagram,Furniture,VG Override,Furniture,"Visible=Yes, Proj=RGB(78,100,68), Cut=RGB(78,100,68), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Assembly Diagram,VG Override,Assembly Diagram,Casework,VG Override,Casework,"Visible=Yes, Proj=RGB(78,98,68), Cut=RGB(78,98,68), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Assembly Diagram,VG Override,Assembly Diagram,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(72,120,60), Cut=RGB(72,120,60), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Assembly Diagram,VG Override,Assembly Diagram,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(62,60,56), Cut=RGB(62,60,56), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Assembly Diagram,VG Override,Assembly Diagram,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(58,56,52), Cut=RGB(58,56,52), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Assembly Diagram,VG Override,Assembly Diagram,Structural Framing,VG Override,Structural Framing,"Visible=Yes, Proj=RGB(58,56,52), Cut=RGB(58,56,52), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Structural Wireframe,VG Override,Structural Wireframe,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(0,118,210), Cut=RGB(0,118,210), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Structural Wireframe,VG Override,Structural Wireframe,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(0,118,210), Cut=RGB(0,118,210), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Structural Wireframe,VG Override,Structural Wireframe,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(0,118,210), Cut=RGB(0,118,210), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Structural Wireframe,VG Override,Structural Wireframe,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(0,118,210), Cut=RGB(0,118,210), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Structural Wireframe,VG Override,Structural Wireframe,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(0,118,210), Cut=RGB(0,118,210), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Structural Wireframe,VG Override,Structural Wireframe,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(0,118,210), Cut=RGB(0,118,210), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Structural Wireframe,VG Override,Structural Wireframe,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(0,118,210), Cut=RGB(0,118,210), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Structural Wireframe,VG Override,Structural Wireframe,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(0,118,210), Cut=RGB(0,118,210), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Structural Wireframe,VG Override,Structural Wireframe,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(0,118,210), Cut=RGB(0,118,210), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Structural Wireframe,VG Override,Structural Wireframe,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(0,118,210), Cut=RGB(0,118,210), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Structural Wireframe,VG Override,Structural Wireframe,Structural Framing,VG Override,Structural Framing,"Visible=Yes, Proj=RGB(0,118,210), Cut=RGB(0,118,210), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Structural Wireframe,VG Override,Structural Wireframe,Structural Foundations,VG Override,Structural Foundations,"Visible=Yes, Proj=RGB(0,118,210), Cut=RGB(0,118,210), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Transparent Wireframe,VG Override,Transparent Wireframe,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(0,98,198), Cut=RGB(0,98,198), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Transparent Wireframe,VG Override,Transparent Wireframe,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(0,98,198), Cut=RGB(0,98,198), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Transparent Wireframe,VG Override,Transparent Wireframe,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(0,98,198), Cut=RGB(0,98,198), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Transparent Wireframe,VG Override,Transparent Wireframe,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(0,98,198), Cut=RGB(0,98,198), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Transparent Wireframe,VG Override,Transparent Wireframe,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(0,98,198), Cut=RGB(0,98,198), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Transparent Wireframe,VG Override,Transparent Wireframe,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(0,98,198), Cut=RGB(0,98,198), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Transparent Wireframe,VG Override,Transparent Wireframe,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(0,98,198), Cut=RGB(0,98,198), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Transparent Wireframe,VG Override,Transparent Wireframe,Furniture,VG Override,Furniture,"Visible=Yes, Proj=RGB(0,98,198), Cut=RGB(0,98,198), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Transparent Wireframe,VG Override,Transparent Wireframe,Casework,VG Override,Casework,"Visible=Yes, Proj=RGB(0,98,198), Cut=RGB(0,98,198), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Transparent Wireframe,VG Override,Transparent Wireframe,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(0,98,198), Cut=RGB(0,98,198), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Transparent Wireframe,VG Override,Transparent Wireframe,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(0,98,198), Cut=RGB(0,98,198), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Transparent Wireframe,VG Override,Transparent Wireframe,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(0,98,198), Cut=RGB(0,98,198), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Transparent Wireframe,VG Override,Transparent Wireframe,Structural Framing,VG Override,Structural Framing,"Visible=Yes, Proj=RGB(0,98,198), Cut=RGB(0,98,198), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Nordic Cool,VG Override,Nordic Cool,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(215,222,235), Cut=RGB(215,222,235), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Nordic Cool,VG Override,Nordic Cool,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(188,198,218), Cut=RGB(188,198,218), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Nordic Cool,VG Override,Nordic Cool,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(222,228,240), Cut=RGB(222,228,240), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Nordic Cool,VG Override,Nordic Cool,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(235,240,248), Cut=RGB(235,240,248), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Nordic Cool,VG Override,Nordic Cool,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(158,172,198), Cut=RGB(158,172,198), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Nordic Cool,VG Override,Nordic Cool,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(168,212,248), Cut=RGB(168,212,248), Transp=40",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Nordic Cool,VG Override,Nordic Cool,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(208,215,228), Cut=RGB(208,215,228), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Nordic Cool,VG Override,Nordic Cool,Furniture,VG Override,Furniture,"Visible=Yes, Proj=RGB(200,210,225), Cut=RGB(200,210,225), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Nordic Cool,VG Override,Nordic Cool,Casework,VG Override,Casework,"Visible=Yes, Proj=RGB(202,212,228), Cut=RGB(202,212,228), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Nordic Cool,VG Override,Nordic Cool,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(148,188,178), Cut=RGB(148,188,178), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Nordic Cool,VG Override,Nordic Cool,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(198,208,228), Cut=RGB(198,208,228), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Nordic Cool,VG Override,Nordic Cool,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(185,195,215), Cut=RGB(185,195,215), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Nordic Cool,VG Override,Nordic Cool,Structural Framing,VG Override,Structural Framing,"Visible=Yes, Proj=RGB(185,195,215), Cut=RGB(185,195,215), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Midnight Dark,VG Override,Midnight Dark,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(42,48,58), Cut=RGB(42,48,58), Transp=6",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Midnight Dark,VG Override,Midnight Dark,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(32,38,48), Cut=RGB(32,38,48), Transp=6",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Midnight Dark,VG Override,Midnight Dark,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(48,55,65), Cut=RGB(48,55,65), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Midnight Dark,VG Override,Midnight Dark,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(38,44,54), Cut=RGB(38,44,54), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Midnight Dark,VG Override,Midnight Dark,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(58,68,85), Cut=RGB(58,68,85), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Midnight Dark,VG Override,Midnight Dark,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(48,118,178), Cut=RGB(48,118,178), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Midnight Dark,VG Override,Midnight Dark,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(45,52,62), Cut=RGB(45,52,62), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Midnight Dark,VG Override,Midnight Dark,Furniture,VG Override,Furniture,"Visible=Yes, Proj=RGB(52,62,75), Cut=RGB(52,62,75), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Midnight Dark,VG Override,Midnight Dark,Casework,VG Override,Casework,"Visible=Yes, Proj=RGB(55,65,78), Cut=RGB(55,65,78), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Midnight Dark,VG Override,Midnight Dark,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(35,72,55), Cut=RGB(35,72,55), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Midnight Dark,VG Override,Midnight Dark,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(40,48,58), Cut=RGB(40,48,58), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Midnight Dark,VG Override,Midnight Dark,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(32,38,48), Cut=RGB(32,38,48), Transp=8",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Midnight Dark,VG Override,Midnight Dark,Structural Framing,VG Override,Structural Framing,"Visible=Yes, Proj=RGB(32,38,48), Cut=RGB(32,38,48), Transp=7",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Olive Sage,VG Override,Olive Sage,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(175,178,152), Cut=RGB(175,178,152), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Olive Sage,VG Override,Olive Sage,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(142,152,122), Cut=RGB(142,152,122), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Olive Sage,VG Override,Olive Sage,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(185,190,162), Cut=RGB(185,190,162), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Olive Sage,VG Override,Olive Sage,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(195,198,172), Cut=RGB(195,198,172), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Olive Sage,VG Override,Olive Sage,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(135,145,112), Cut=RGB(135,145,112), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Olive Sage,VG Override,Olive Sage,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(158,192,185), Cut=RGB(158,192,185), Transp=40",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
