# v5.0 | 20260315 | BIM Template parameter_categories
Parameter Name,Schedule Display Name,Data Type,Type/Instance,Categories,Group,GUID,Description
ICT_PATCH_PANEL_TXT,Ict Patch Panel Txt,TEXT,Type,Data Devices,COM_DAT,951f8832-2b1c-496d-b73c-4f622591fb5b,Patch panel ID this outlet terminates to [ISO 19650-1:2018]
ICT_DEV_TAG_01_TXT,Ict Dev Tag 01 Txt,TEXT,Type,"Data Devices, Telephone Devices",COM_DAT,ec3cc840-731f-47f7-943e-465a027fea74,ICT outlet tag: outlet type + port number + patch panel [ISO 19650-1:2018]
ASS_PROJECT_COD_TXT,ASS_PROJECT_COD_TXT,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",STINGTags_ISO19650,24bc19e4-8ec6-4d4c-b457-5e14a1f42e58,
ASS_ORIGINATOR_COD_TXT,ASS_ORIGINATOR_COD_TXT,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",STINGTags_ISO19650,87dc564e-8542-497d-a36f-ee335fd32bd4,
ASS_VOLUME_COD_TXT,ASS_VOLUME_COD_TXT,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",STINGTags_ISO19650,4f51f371-c2b1-43f5-9dea-da797442c1fb,
ASS_STATUS_COD_TXT,ASS_STATUS_COD_TXT,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",STINGTags_ISO19650,a57dfe0c-6db9-4fb6-80e0-d2c453fe653b,
ASS_REV_COD_TXT,ASS_REV_COD_TXT,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",STINGTags_ISO19650,83b2139d-67bb-48db-a50f-32140c0dc753,
BLE_CEILING_AREA_SQ_M,Ble Ceiling Area Sq M,AREA,Type,Generic Models,BLE_ELES,b2d67f62-bb98-5390-89d7-4f5c5cba97a3,Ble Ceiling Area Sq M [ISO 19650-1:2018]
BLE_CEILING_FIN_TILE_QTY_NR,Ble Ceiling Fin Tile Qty Nr,NUMBER,Type,Generic Models,BLE_ELES,02e86218-684e-50f6-a23b-d0f517d65766,Ble Ceiling Fin Tile Qty Nr [ISO 19650-1:2018]
BLE_DOOR_AREA_SQ_M,Ble Door Area Sq M,AREA,Type,Generic Models,BLE_ELES,475fcac1-b6f0-51c5-931c-2633a3aaa35c,Ble Door Area Sq M [ISO 19650-1:2018]
BLE_FLR_AREA_SQ_M,Ble Flr Area Sq M,AREA,Type,Generic Models,BLE_ELES,40b706ca-f0f0-5672-b74c-6b72a83442cc,Ble Flr Area Sq M [ISO 19650-1:2018]
BLE_FLR_TILE_QTY_NR,Ble Flr Tile Qty Nr,NUMBER,Type,Generic Models,BLE_ELES,da8a5092-8b76-50d2-8431-2ee49178446c,Ble Flr Tile Qty Nr [ISO 19650-1:2018]
BLE_RAMP_HEIGHT_MM,Ble Ramp Height Mm,LENGTH,Type,Generic Models,BLE_ELES,c1c64793-e79f-5ff5-980a-88c49794e34e,Ble Ramp Height Mm [ISO 19650-1:2018]
BLE_RAMP_LENGTH_MM,Ble Ramp Length Mm,LENGTH,Type,Generic Models,BLE_ELES,13c1cf4a-0146-5dfe-8f15-7c1267ed09a1,Ble Ramp Length Mm [ISO 19650-1:2018]
BLE_STAIR_PITCH_LINE_MM,Ble Stair Pitch Line Mm,NUMBER,Type,Generic Models,BLE_ELES,6d2c0cf8-58b7-5fc3-aabc-f5a85679f33a,Ble Stair Pitch Line Mm [ISO 19650-1:2018]
BLE_STAIR_RISE_GOING_RATIO_NR,Ble Stair Rise Going Ratio Nr,NUMBER,Type,Generic Models,BLE_ELES,016ba1bd-3f50-5a11-afbc-34f3846cdae6,Ble Stair Rise Going Ratio Nr [ISO 19650-1:2018]
BLE_WINDOW_AREA_SQ_M,Ble Window Area Sq M,AREA,Type,Generic Models,BLE_ELES,1f6f2db8-edcf-5a55-b15b-2d8fced3d13a,Ble Window Area Sq M [ISO 19650-1:2018]
BLE_WINDOW_WWR_PCT,Ble Window Wwr Pct,NUMBER,Type,Generic Models,BLE_ELES,735b9c37-3324-5b46-bc82-4e6c3e5c9432,Ble Window Wwr Pct [ISO 19650-1:2018]
CST_S_REI_UNIT_WT_KG,Cst S Rei Unit Wt Kg,NUMBER,Type,Generic Models,CST_PROC,cb3db2ab-9bf9-56f8-a5e5-0f2c0aaaa114,Cst S Rei Unit Wt Kg [ISO 19650-1:2018]
ELC_ENERGY_COST_UGX_PA,Elc Energy Cost Ugx Pa,CURRENCY,Type,Generic Models,ELC_PWR,fe962fba-4285-59c3-90eb-bd4dd678316e,Elc Energy Cost Ugx Pa [ISO 19650-1:2018]
ELC_ENERGY_KWH_PA,Elc Energy Kwh Pa,NUMBER,Type,Generic Models,ELC_PWR,73afac01-e2d8-5bd9-a934-6b25d894c67f,Elc Energy Kwh Pa [ISO 19650-1:2018]
ELC_LP_SOIL_RESIST_OHM_M,Elc Lp Soil Resist Ohm M,LENGTH,Type,Generic Models,ELC_PWR,ccefd339-0549-58de-892c-ee9ea6c8c304,Elc Lp Soil Resist Ohm M [ISO 19650-1:2018]
FLS_ALARM_CIRCUIT_COUNT_NR,Fls Alarm Circuit Count Nr,NUMBER,Type,Generic Models,FLS_LIFE_SFTY,6959bec4-be0e-5120-a4d4-3e7720195b55,Fls Alarm Circuit Count Nr [ISO 19650-1:2018]
FLS_DETECTION_COST_UGX,Fls Detection Cost Ugx,CURRENCY,Type,Generic Models,FLS_LIFE_SFTY,329519d6-e473-54e3-ab24-0753b172baa9,Fls Detection Cost Ugx [ISO 19650-1:2018]
FLS_DETECTOR_COUNT_NR,Fls Detector Count Nr,NUMBER,Type,Generic Models,FLS_LIFE_SFTY,bc024757-f274-5834-a34e-1175dc263198,Fls Detector Count Nr [ISO 19650-1:2018]
FLS_EVACUATION_TIME_MIN,Fls Evacuation Time Min,NUMBER,Type,Generic Models,FLS_LIFE_SFTY,01b593ee-a8c1-5569-957e-1a30b01f2564,Fls Evacuation Time Min [ISO 19650-1:2018]
FLS_EXIT_TRAVEL_DIST_M,Fls Exit Travel Dist M,LENGTH,Type,Generic Models,FLS_LIFE_SFTY,b1db5751-dff6-5407-8243-246f754efd35,Fls Exit Travel Dist M [ISO 19650-1:2018]
FLS_PROT_FLS_RESISTANCE_MINUTES_CALC,Fls Prot Fls Resistance Minutes Calc,NUMBER,Type,Generic Models,FLS_LIFE_SFTY,1017f0fe-68c8-5d96-9e48-866fb330144d,Fls Prot Fls Resistance Minutes Calc [ISO 19650-1:2018]
FLS_PROT_WALL_THICKNESS_MM,Fls Prot Wall Thickness Mm,LENGTH,Type,Generic Models,FLS_LIFE_SFTY,ce9b5c7e-cf4c-5316-8f57-482a5155827b,Fls Prot Wall Thickness Mm [ISO 19650-1:2018]
FLS_SFTY_DEMAND_LPS,Fls Sfty Demand Lps,NUMBER,Type,Generic Models,FLS_LIFE_SFTY,bf1cfb0d-e2e4-516a-81d8-cecab400635b,Fls Sfty Demand Lps [ISO 19650-1:2018]
FLS_SFTY_DURATION_MIN,Fls Sfty Duration Min,NUMBER,Type,Generic Models,FLS_LIFE_SFTY,18b920c6-5841-5289-a4bc-93546f4d4398,Fls Sfty Duration Min [ISO 19650-1:2018]
FLS_SFTY_ESCAPE_WIDTH_MM,Fls Sfty Escape Width Mm,LENGTH,Type,Generic Models,FLS_LIFE_SFTY,58a11596-8f8e-5465-b4e3-b5d3c13d6d48,Fls Sfty Escape Width Mm [ISO 19650-1:2018]
FLS_SFTY_HEADS_OPERATING_NR,Fls Sfty Heads Operating Nr,NUMBER,Type,Generic Models,FLS_LIFE_SFTY,c00d0115-19fe-535f-84be-53a01fb132b4,Fls Sfty Heads Operating Nr [ISO 19650-1:2018]
FLS_SFTY_MAX_TRAVEL_DIST_M,Fls Sfty Max Travel Dist M,LENGTH,Type,Generic Models,FLS_LIFE_SFTY,e64d73a6-f162-5022-91e3-18b2387e180c,Fls Sfty Max Travel Dist M [ISO 19650-1:2018]
FLS_SFTY_OCCUPANT_LOAD_NR,Fls Sfty Occupant Load Nr,NUMBER,Type,Generic Models,FLS_LIFE_SFTY,53e853d8-553f-5537-a191-28f4aa605103,Fls Sfty Occupant Load Nr [ISO 19650-1:2018]
FLS_SFTY_OCC_FACTOR_M2_NR,Fls Sfty Occ Factor M2 Nr,NUMBER,Type,Generic Models,FLS_LIFE_SFTY,db99d172-9b70-5fb4-887e-3934a6b447f9,Fls Sfty Occ Factor M2 Nr [ISO 19650-1:2018]
FLS_SFTY_TANK_VOLUME_L,Fls Sfty Tank Volume L,NUMBER,Type,Generic Models,FLS_LIFE_SFTY,1b9ff6eb-6e71-55c8-994e-eceea2af6faf,Fls Sfty Tank Volume L [ISO 19650-1:2018]
FLS_SFTY_TRAVEL_DIST_CHECK_BOOL,Fls Sfty Travel Dist Check Bool,YESNO,Type,Generic Models,FLS_LIFE_SFTY,8b4f73a7-e930-53f7-a77b-b5c8bad8f2ed,Fls Sfty Travel Dist Check Bool [ISO 19650-1:2018]
FLS_SFTY_TRAVEL_DIST_M,Fls Sfty Travel Dist M,LENGTH,Type,Generic Models,FLS_LIFE_SFTY,cd6ef83c-e492-56ee-9bed-5b7d603aa242,Fls Sfty Travel Dist M [ISO 19650-1:2018]
FLS_SPRINKLER_COUNT_NR,Fls Sprinkler Count Nr,NUMBER,Type,Generic Models,FLS_LIFE_SFTY,8f7b1530-f2c7-5d12-aead-45913c477491,Fls Sprinkler Count Nr [ISO 19650-1:2018]
FLS_SUPPRESSION_COST_UGX,Fls Suppression Cost Ugx,CURRENCY,Type,Generic Models,FLS_LIFE_SFTY,7e8886bc-8499-5083-8700-4b5362c46fe7,Fls Suppression Cost Ugx [ISO 19650-1:2018]
FLS_SUPPRESSION_PIPE_LENGTH_M,Fls Suppression Pipe Length M,LENGTH,Type,Generic Models,FLS_LIFE_SFTY,05e317b9-b680-52f3-8d1e-9ca5e503272f,Fls Suppression Pipe Length M [ISO 19650-1:2018]
FLS_TOTAL_DEMAND_LPM,Fls Total Demand Lpm,NUMBER,Type,Generic Models,FLS_LIFE_SFTY,577f7ff9-1bd0-50e5-b2b1-53bae6686935,Fls Total Demand Lpm [ISO 19650-1:2018]
HVC_AIR_CHANGES_PER_HR,Hvc Air Changes Per Hr,NUMBER,Type,Generic Models,HVC_SYSTEMS,600a0098-2b53-5ea4-8d48-5322b4dfb74c,Hvc Air Changes Per Hr [ISO 19650-1:2018]
HVC_HED_M,Hvc Hed M,LENGTH,Type,Generic Models,HVC_SYSTEMS,e1db732f-9834-50d1-80fd-ab6bd18fc5fc,Hvc Hed M [ISO 19650-1:2018]
LTG_DESIGN_ILLUMINANCE_LUX,Ltg Design Illuminance Lux,NUMBER,Type,Generic Models,ELC_PWR,1b31f9e0-1966-565b-98cd-4d65906a44c7,Ltg Design Illuminance Lux [ISO 19650-1:2018]
LTG_POWER_DENSITY_W_M2,Ltg Power Density W M2,POWER_DENSITY,Type,Generic Models,ELC_PWR,1debbca6-0b88-541d-b96e-59cd6126828b,Ltg Power Density W M2 [ISO 19650-1:2018]
PER_ACOUSTICS_RT60_CALC_SEC,Per Acoustics Rt60 Calc Sec,NUMBER,Type,Generic Models,PER_SUST,7cfd8576-763f-5653-87b8-cafb0fc30d34,Per Acoustics Rt60 Calc Sec [ISO 19650-1:2018]
PER_ACOUSTICS_TOTAL_ABSORPTION_M2,Per Acoustics Total Absorption M2,NUMBER,Type,Generic Models,PER_SUST,3708b041-c7d6-572d-89ef-dc093fdc938a,Per Acoustics Total Absorption M2 [ISO 19650-1:2018]
PER_SUST_ANNUAL_ENERGY_KWH,Per Sust Annual Energy Kwh,NUMBER,Type,Generic Models,PER_SUST,3a2a2f59-8606-5368-803d-ba2d0c6ae1a8,Per Sust Annual Energy Kwh [ISO 19650-1:2018]
PER_SUST_ANNUAL_RAINFALL_MM,Per Sust Annual Rainfall Mm,LENGTH,Type,Generic Models,PER_SUST,b2520e61-75ab-51c2-bba2-83bac2dd8d6b,Per Sust Annual Rainfall Mm [ISO 19650-1:2018]
PER_SUST_AVG_REFLECTANCE_NR,Per Sust Avg Reflectance Nr,NUMBER,Type,Generic Models,PER_SUST,81be9a9d-8f3f-56be-a3c2-bd00b62b2514,Per Sust Avg Reflectance Nr [ISO 19650-1:2018]
PER_SUST_CARBON_FACTOR_KG_M2,Per Sust Carbon Factor Kg M2,NUMBER,Type,Generic Models,PER_SUST,9605e617-3594-5f1c-b1f9-98d1af3216f5,Per Sust Carbon Factor Kg M2 [ISO 19650-1:2018]
PER_SUST_DAYLIGHT_FACTOR_PCT,Per Sust Daylight Factor Pct,NUMBER,Type,Generic Models,PER_SUST,24f4614c-5b0d-5fa9-891a-de2493e4f000,Per Sust Daylight Factor Pct [ISO 19650-1:2018]
PER_SUST_EMBODIED_CARBON_KG,Per Sust Embodied Carbon Kg,NUMBER,Type,Generic Models,PER_SUST,ed612809-4c14-5c13-a1a6-95dcd888e9fc,Per Sust Embodied Carbon Kg [ISO 19650-1:2018]
PER_SUST_ENERGY_USE_KWH_M2,Per Sust Energy Use Kwh M2,NUMBER,Type,Generic Models,PER_SUST,704b8b7a-44ec-53de-893a-71d465edd07b,Per Sust Energy Use Kwh M2 [ISO 19650-1:2018]
PER_SUST_GLAZING_AREA_SQ_M,Per Sust Glazing Area Sq M,AREA,Type,Generic Models,PER_SUST,195c7851-156d-5d9a-84fe-37947aaa9023,Per Sust Glazing Area Sq M [ISO 19650-1:2018]
PER_SUST_NATURAL_VENT_AREA_SQ_M,Per Sust Natural Vent Area Sq M,AREA,Type,Generic Models,PER_SUST,b7a1a704-1490-52fb-9bbf-d6fd672275e7,Per Sust Natural Vent Area Sq M [ISO 19650-1:2018]
PER_SUST_ROOF_AREA_SQ_M,Per Sust Roof Area Sq M,AREA,Type,Generic Models,PER_SUST,f5479e68-9524-54f3-9c14-984f020fa1ed,Per Sust Roof Area Sq M [ISO 19650-1:2018]
PER_SUST_TRANSMITTANCE_NR,Per Sust Transmittance Nr,NUMBER,Type,Generic Models,PER_SUST,76b61168-bf90-505c-b4e1-83b96178012d,Per Sust Transmittance Nr [ISO 19650-1:2018]
PER_SUST_WATER_HARVEST_L,Per Sust Water Harvest L,NUMBER,Type,Generic Models,PER_SUST,e5a703db-ad3a-5b0e-92e7-55286b17bcc4,Per Sust Water Harvest L [ISO 19650-1:2018]
PER_THERM_CONDUCTIVITY_W_MK,Per Therm Conductivity W Mk,NUMBER,Type,Generic Models,PER_SUST,b2f2d7a6-99dd-546c-9667-67ba3f3f86c1,Per Therm Conductivity W Mk [ISO 19650-1:2018]
PER_THERM_DELTA_T_K,Per Therm Delta T K,NUMBER,Type,Generic Models,PER_SUST,876d1c56-894b-57ca-8aa8-ffd8ca610b4a,Per Therm Delta T K [ISO 19650-1:2018]
PER_THERM_HEAT_LOSS_W,Per Therm Heat Loss W,NUMBER,Type,Generic Models,PER_SUST,a7ede437-6bdb-57a1-8764-cdc390bb4ff6,Per Therm Heat Loss W [ISO 19650-1:2018]
PER_THERM_R_VALUE_CALC_M2K_W,Per Therm R Value Calc M2K W,NUMBER,Type,Generic Models,PER_SUST,b399dfdb-aaf8-5e13-8f2d-605e18eb2ff9,Per Therm R Value Calc M2K W [ISO 19650-1:2018]
PER_THERM_SOLAR_HEAT_GAIN_W,Per Therm Solar Heat Gain W,NUMBER,Type,Generic Models,PER_SUST,d7e32d4c-44ad-5845-9184-c63a6bee567d,Per Therm Solar Heat Gain W [ISO 19650-1:2018]
PER_THERM_SOLAR_IRRADIANCE_W_M2,Per Therm Solar Irradiance W M2,NUMBER,Type,Generic Models,PER_SUST,7be261c0-b083-5735-8427-a664e7c67253,Per Therm Solar Irradiance W M2 [ISO 19650-1:2018]
PER_THERM_THICKNESS_MM,Per Therm Thickness Mm,LENGTH,Type,Generic Models,PER_SUST,b580d910-e7dc-5980-83a5-79e2067e4ae9,Per Therm Thickness Mm [ISO 19650-1:2018]
PER_THERM_U_VALUE_W_M2K,Per Therm U Value W M2K,NUMBER,Type,Generic Models,PER_SUST,48bf8e30-c748-5a32-86f6-402f30502fcb,Per Therm U Value W M2K [ISO 19650-1:2018]
PLM_PPE_SZ_INCH,Plm Ppe Sz Inch,NUMBER,Type,Generic Models,PLM_DRN,4e3628c9-1165-5f72-8289-11aaa613c0ea,Plm Ppe Sz Inch [ISO 19650-1:2018]
RGL_ACCESS_CLEAR_WIDTH_CHECK_BOOL,Rgl Access Clear Width Check Bool,YESNO,Type,Generic Models,RGL_CMPL,2de42300-5411-5009-9089-368cb409da5d,Rgl Access Clear Width Check Bool [ISO 19650-1:2018]
RGL_ACCESS_RAMP_GRADIENT_CHECK_BOOL,Rgl Access Ramp Gradient Check Bool,YESNO,Type,Generic Models,RGL_CMPL,c0848b34-9b80-5dcb-9070-faab589c294e,Rgl Access Ramp Gradient Check Bool [ISO 19650-1:2018]
RGL_ACCESS_RAMP_LENGTH_MM,Rgl Access Ramp Length Mm,LENGTH,Type,Generic Models,RGL_CMPL,542b94d0-d5d5-5b77-8978-45130b954b1c,Rgl Access Ramp Length Mm [ISO 19650-1:2018]
RGL_ACCESS_RAMP_RISE_MM,Rgl Access Ramp Rise Mm,LENGTH,Type,Generic Models,RGL_CMPL,d0f71cf9-b5a7-535a-8151-67be04144b50,Rgl Access Ramp Rise Mm [ISO 19650-1:2018]
RGL_ACCESS_THRESHOLD_CHECK_BOOL,Rgl Access Threshold Check Bool,YESNO,Type,Generic Models,RGL_CMPL,a49d0a79-58c4-5148-af88-b560d09f7a19,Rgl Access Threshold Check Bool [ISO 19650-1:2018]
RGL_ACCESS_TURNING_CHECK_BOOL,Rgl Access Turning Check Bool,YESNO,Type,Generic Models,RGL_CMPL,34e14443-f8d3-5e24-914c-273c83b0c502,Rgl Access Turning Check Bool [ISO 19650-1:2018]
RGL_BUILDING_FOOTPRINT_SQ_M,Rgl Building Footprint Sq M,AREA,Type,Generic Models,RGL_CMPL,e9d4be02-e986-5857-9f37-c18e0ad40ae3,Rgl Building Footprint Sq M [ISO 19650-1:2018]
RGL_NATURAL_LIGHT_CHECK_BOOL,Rgl Natural Light Check Bool,YESNO,Type,Generic Models,RGL_CMPL,0a74f3c5-8d35-5224-bf1e-061a3b650d27,Rgl Natural Light Check Bool [ISO 19650-1:2018]
RGL_NATURAL_LIGHT_RATIO_PCT,Rgl Natural Light Ratio Pct,NUMBER,Type,Generic Models,RGL_CMPL,4f00be7a-0ce2-5602-9c41-446296a06f89,Rgl Natural Light Ratio Pct [ISO 19650-1:2018]
RGL_PARKING_PROVISION_M2_NR,Rgl Parking Provision M2 Nr,NUMBER,Type,Generic Models,RGL_CMPL,e190924a-5fb1-5eb8-a4fe-4fa090ace1ce,Rgl Parking Provision M2 Nr [ISO 19650-1:2018]
RGL_PARKING_SPACES_REQ_NR,Rgl Parking Spaces Req Nr,NUMBER,Type,Generic Models,RGL_CMPL,7d870714-b80e-5532-be9d-c976a19ba9d4,Rgl Parking Spaces Req Nr [ISO 19650-1:2018]
RGL_PLOT_AREA_SQ_M,Rgl Plot Area Sq M,AREA,Type,Generic Models,RGL_CMPL,2eccb25f-19bb-5406-a2d9-05b60290d596,Rgl Plot Area Sq M [ISO 19650-1:2018]
RGL_PLOT_COVERAGE_PCT,Rgl Plot Coverage Pct,NUMBER,Type,Generic Models,RGL_CMPL,8e694e43-204f-5ad0-a7b2-a47f02a12e58,Rgl Plot Coverage Pct [ISO 19650-1:2018]
RGL_PLOT_RATIO_NR,Rgl Plot Ratio Nr,NUMBER,Type,Generic Models,RGL_CMPL,17e3cd6a-c0e5-5e17-8343-3e847f6356bc,Rgl Plot Ratio Nr [ISO 19650-1:2018]
RGL_ROOM_HEIGHT_CHECK_BOOL,Rgl Room Height Check Bool,YESNO,Type,Generic Models,RGL_CMPL,38538cde-cbf3-5b13-a735-078a3e86a291,Rgl Room Height Check Bool [ISO 19650-1:2018]
RGL_SETBACK_FRONT_CHECK_BOOL,Rgl Setback Front Check Bool,YESNO,Type,Generic Models,RGL_CMPL,e2b1241a-d727-542d-89dc-af6fbc749c65,Rgl Setback Front Check Bool [ISO 19650-1:2018]
RGL_SETBACK_FRONT_M,Rgl Setback Front M,LENGTH,Type,Generic Models,RGL_CMPL,f7c5538a-ea59-50c2-aa89-ff3e9a12f2a6,Rgl Setback Front M [ISO 19650-1:2018]
RGL_SETBACK_FRONT_MIN_M,Rgl Setback Front Min M,LENGTH,Type,Generic Models,RGL_CMPL,9664b607-3ba6-5767-b5a5-817543440fd8,Rgl Setback Front Min M [ISO 19650-1:2018]
RGL_TOTAL_FLOOR_AREA_SQ_M,Rgl Total Floor Area Sq M,AREA,Type,Generic Models,RGL_CMPL,e82820c5-b079-5870-9d54-ba05d2f405f7,Rgl Total Floor Area Sq M [ISO 19650-1:2018]
RGL_WINDOW_AREA_SQ_M,Rgl Window Area Sq M,AREA,Type,Generic Models,RGL_CMPL,da35e856-3514-55f8-b002-6aadce4df5c7,Rgl Window Area Sq M [ISO 19650-1:2018]
PS_AMBIENT_SHADOWS_BOOL,Ps Ambient Shadows Bool,YESNO,Type,Generic Models,TPL_TRACKING,eb10bd67-7b0f-5eb1-8461-235dcbe469d4,Ps Ambient Shadows Bool [ISO 19650-1:2018]
PS_BACKGROUND_TYPE_TXT,Ps Background Type Txt,TEXT,Type,Generic Models,TPL_TRACKING,57c01355-fcde-5d21-a3d3-28d11454c3cc,Ps Background Type Txt [ISO 19650-1:2018]
PS_BEST_FOR_TXT,Ps Best For Txt,TEXT,Type,Generic Models,TPL_TRACKING,2de8fb85-6939-58f3-8bee-faa1118905b3,Ps Best For Txt [ISO 19650-1:2018]
PS_MOOD_TXT,Ps Mood Txt,TEXT,Type,Generic Models,TPL_TRACKING,6ef42159-c1ae-5218-9497-77b8ac854151,Ps Mood Txt [ISO 19650-1:2018]
PS_SHADOWS_BOOL,Ps Shadows Bool,YESNO,Type,Generic Models,TPL_TRACKING,bec0b29b-9d94-5406-8de1-ca588be6443c,Ps Shadows Bool [ISO 19650-1:2018]
PS_SILHOUETTES_BOOL,Ps Silhouettes Bool,YESNO,Type,Generic Models,TPL_TRACKING,f42904fc-daf3-57af-954a-e76e7fb9fd18,Ps Silhouettes Bool [ISO 19650-1:2018]
PS_SKETCHY_LINES_BOOL,Ps Sketchy Lines Bool,YESNO,Type,Generic Models,TPL_TRACKING,7b152ba9-8d87-5b61-bd00-be7c0f639743,Ps Sketchy Lines Bool [ISO 19650-1:2018]
PS_STYLE_CATEGORY_TXT,Ps Style Category Txt,TEXT,Type,Generic Models,TPL_TRACKING,3b40231f-81b9-5480-9f7c-8edcdf024f23,Ps Style Category Txt [ISO 19650-1:2018]
PS_STYLE_NAME_TXT,Ps Style Name Txt,TEXT,Type,Generic Models,TPL_TRACKING,a3f8a353-cfa5-5fb4-9597-c33d5ffc8649,Ps Style Name Txt [ISO 19650-1:2018]
PS_VIEW_TYPE_TXT,Ps View Type Txt,TEXT,Type,Generic Models,TPL_TRACKING,74eee741-6091-5171-96f0-d807ffbd31a9,Ps View Type Txt [ISO 19650-1:2018]
PS_VISUAL_STYLE_TXT,Ps Visual Style Txt,TEXT,Type,Generic Models,TPL_TRACKING,e8ae8e23-0429-5a78-a230-a9f201ba600b,Ps Visual Style Txt [ISO 19650-1:2018]
PT_BACKGROUND_B_INT,Pt Background B Int,INTEGER,Type,Generic Models,TPL_TRACKING,87989564-bceb-5857-aef5-6e0cd9b00e64,Pt Background B Int [ISO 19650-1:2018]
PT_BACKGROUND_G_INT,Pt Background G Int,INTEGER,Type,Generic Models,TPL_TRACKING,7f9977f6-88a1-57cc-b121-7fa17af6484e,Pt Background G Int [ISO 19650-1:2018]
PT_BACKGROUND_R_INT,Pt Background R Int,INTEGER,Type,Generic Models,TPL_TRACKING,2c8358b2-bb5d-5a01-a82d-3bcdef7911bc,Pt Background R Int [ISO 19650-1:2018]
PT_DETAIL_LEVEL_TXT,Pt Detail Level Txt,TEXT,Type,Generic Models,TPL_TRACKING,e6042c85-f2c4-5ebc-bf1c-136ccbecce45,Pt Detail Level Txt [ISO 19650-1:2018]
PT_PURPOSE_TXT,Pt Purpose Txt,TEXT,Type,Generic Models,TPL_TRACKING,69c64190-1b78-5e89-9229-355bf5590422,Pt Purpose Txt [ISO 19650-1:2018]
PT_SCALE_TXT,Pt Scale Txt,TEXT,Type,Generic Models,TPL_TRACKING,ab8fbb42-d37e-57db-a90f-12a8fdfaff9c,Pt Scale Txt [ISO 19650-1:2018]
PT_SHADOWS_BOOL,Pt Shadows Bool,YESNO,Type,Generic Models,TPL_TRACKING,be1fd100-da51-59bc-a7f9-c92c3d00a126,Pt Shadows Bool [ISO 19650-1:2018]
PT_STYLE_REFERENCE_TXT,Pt Style Reference Txt,TEXT,Type,Generic Models,TPL_TRACKING,73fd205e-c854-595d-8fb5-af7b672ccddc,Pt Style Reference Txt [ISO 19650-1:2018]
PT_TEMPLATE_NAME_TXT,Pt Template Name Txt,TEXT,Type,Generic Models,TPL_TRACKING,4fa94248-14da-56fc-8a19-0efe493739e6,Pt Template Name Txt [ISO 19650-1:2018]
PT_VG_SCHEME_TXT,Pt Vg Scheme Txt,TEXT,Type,Generic Models,TPL_TRACKING,95b01292-bcd1-5e5b-b5c6-bb77cb86a2b9,Pt Vg Scheme Txt [ISO 19650-1:2018]
PT_VIEW_TYPE_TXT,Pt View Type Txt,TEXT,Type,Generic Models,TPL_TRACKING,cdf82d91-f737-5266-8f78-e5640a771ca2,Pt View Type Txt [ISO 19650-1:2018]
PT_VISUAL_STYLE_TXT,Pt Visual Style Txt,TEXT,Type,Generic Models,TPL_TRACKING,0daedf92-0281-5ed4-b7eb-f92d7ac7606b,Pt Visual Style Txt [ISO 19650-1:2018]
VGO_CATEGORY_TXT,Vgo Category Txt,TEXT,Type,Generic Models,TPL_TRACKING,7ef9dc92-493d-5ba2-a0d1-b3a38f70605d,Vgo Category Txt [ISO 19650-1:2018]
